file name,entityType,college,year,sitting,question,content,passRate,EC_extraCredit,EC_expectedDomains,EC_errorsCommon,learningOutcomes,lo,resources,exam,file links,file path
AP17A03,SAQ,ANZCA,2017,A,3,Propofol and remifentanil TCI are often given together as a total intravenous anaesthesia technique. Discuss pharmacological reasons why this is a useful combination (47.0%),47,"Good answers acknowledged important side effects of each drug and discussed how the combination of these two drugs might minimise these., Putting the pharmacological reasons into a clinical context such as airway surgery, avoiding a muscle relaxant, or malignant hyperthermia attracted additional marks.","This question concerns core pharmacological concepts and techniques of practical importance in the provision of modern anaesthesia., A good answer split the topic into four sections: pharmaceutics, pharmacokinetics, pharmacodynamics and, lastly, clinical applications of remifentanil and propofol TCI., The question asked about the utility of the two drugs combined and this should be considered in an answer., With regard to pharmaceutics, the only point of note is that remifentanil and propofol are compatible and do not precipitate., Pharmacokinetics can be split into two parts; the general kinetics of the drugs (with an emphasis on synergism and onset and offset profile) and the advantages that a target controlled infusion might provide., When discussing pharmacodynamics, some idea of clinically appropriate plasma and effect site concentrations and how remifentanil reduced that of propofol was valuable.","Lists of pharmacokinetic values for half life, Keo, volume of distribution, pKa, ionised fractions etc without explaining their relevance did not attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.17.A.SAQ/AP17A03.md
AP19B06,SAQ,ANZCA,2019,B,6,Propofol and remifentanil target controlled infusions are often given together as a total intravenous anaesthesia technique. Discuss pharmacological reasons why this is a useful combination.,91,"When discussing pharmacodynamics, some idea of clinically appropriate plasma and effect site concentrations and how remifentanil reduced that of propofol was valuable. Good answers acknowledged important side effects of each drug and discussed how the combination of these two drugs might minimise these., Pharmacokinetics can be split into two parts; the general kinetics of the drugs (with an emphasis on synergism and onset and offset profile) and the advantages that a target controlled infusion might provide., Pharmacologic principles that explained application of this combination to specific indications also distinguished some answers.","In order to pass, an answer needed to convey an understanding of the pharmacodynamic and pharmacokinetic principles that support propofol and remifentanil as a useful combination for total intravenous anaesthesia.","Lists of pharmacokinetic values for half life, Keo, volume of distribution, pKa, ionised fractions etc without explaining their relevance did not attract marks., With regard to pharmaceutics, the only point of note is that remifentanil and propofol are compatible and do not precipitate.",,,,PEX,,SAQ/ANZCA SAQ/A.P.19.B.SAQ/AP19B06.md
AP08A06,SAQ,ANZCA,2008,A,6,"A surgeon wishes to use topical anaesthetic in the nose before surgery in a 30 year old 70 kg man. He normally uses topical cocaine 5% plus lignocaine 2% with adrenaline 1:100,000 injection. What volumes of cocaine 5% and lignocaine can be used safely? What are the potential toxic effects of cocaine and how do lignocaine and adrenaline affect this?",19,"Better answers came from candidates who had gone to more than just one or two of the recommended textbooks to get information on cocaine (some of them contain very sparse information)., Considerable latitude was given to the range of toxic doses, especially when accompanied by a correct calculation., Very few candidates noted that 1:100,000 adrenaline is 10 mcg/ml and that 10 ml would be an appreciable dose of adrenaline.","An answer that contained the following would have attracted a good pass: • toxic doses and thus volumes • a statement that toxicities are additive so doses should be modified • mechanism(s) and manifestations of cocaine toxicity • re-uptake inhibitor of noradrenaline (and dopamine and serotonin) • sympathetic nervous system activation (tachycardia, hypertension, arrhythmias, coronary vasoconstriction, myocardial ischaemia) • CNS effects (eg. euphoria, delirium, seizures) • lignocaine enhances CNS toxicity • adrenaline increases cardiovascular toxicity","Long discussions on sodium channel blockade, factors that governed uptake of local anaesthetics and the blood levels of lignocaine at which different CNS effects might appear did not attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.08.A.SAQ/AP08A06.md
CP09A20,SAQ,CICM,2009,A,20,Describe the pharmacological basis of the management of organophosphate poisoning.,40,"Good answers included a discussion of the mechanism of action of the therapeutic agents, the time course of therapy, the large doses/infusions of atropine required and the titration of therapy to reversal of muscarinic effects.","Candidates were required to discuss the pharmacology relevant to treating OGP poisoning, including active decontamination/staff protection due to high lipid solubility, use of antimuscarinics with central and peripheral action to treat cholinergic symptoms, supportive therapy for muscle weakness (there is no antinicotinic agent available which does not exacerbate muscle weakness), and finally the use of the cholinesterase regenerator, Pralidoxime, which may prevent the OGP-AChE complex ageing and becoming an irreversible bond if given in a timely fashion.",Long lists of signs and symptoms were not required to pass this question.,,[[H2b2c]],"Rang Dale Ritter 6th edition p 164-166, Katzung 10th edition p 116-117, 968",PEX,[[H2b2c|H2b2c]],SAQ/CICM SAQ/C.P.09.A.SAQ/CP09A20.md
CP11B10,SAQ,CICM,2011,B,10,Describe the pharmacology of magnesium sulphate.,4,,"For a good answer candidates were expected to mention that Magnesium comes as an inorganic sulphate, acts as a cofactor for a vast number of reactions, can be given orally (poor absorption) as well as intravenously, renal excretion with a low threshold.","Magnesium is a commonly administered agent within Intensive Care practice., Candidates performed poorly because of a lack of sufficient knowledge and a failure to structure their answer.",,,,PEX,,SAQ/CICM SAQ/C.P.11.B.SAQ/CP11B10.md
CP08B17,SAQ,CICM,2008,B,17,Describe the respiratory changes that occur in morbid obesity.,40,,"A good answer required the following points Definition of morbid obesity (>200% ideal body weight or body mass index > 35), Upper airway effects: fat infiltration of pharyngeal soft tissues difficult airway, prone to airway obstruction eg OSA, O2 consumption and CO2 production: due to total body fat, requires cardiac output and alveolar ventilation, FRC mainly via ERV: due to mass loading and splinting of diaphragm, upright obese, closing capacity > FRC small airway closure, V/Q mismatch, venous admixture and arterial hypoxaemia, O2 stores, total respiratory system compliance: chest wall compliance , subcutaneous and intra abdominal fat excess, lung compliance, airways resistance, work of breathing, resp muscle efficiency, Altered ventilatory control: Obstructive sleep apnoea, Obesity hypoventilation syndrome",Major area of weakness of candidates was a lack of depth and breadth in knowledge of this topic and in applying basic physiology.,,,Nunn’s Applied Respiratory Physiology / A B Lumb & J F Lunn - 6th ed,PEX,,SAQ/CICM SAQ/C.P.08.B.SAQ/CP08B17.md
CP10A18,SAQ,CICM,2010,A,18,Describe the physiology of intracranial pressure and the physiological mechanisms that limit a rise in intracranial pressure.,70,"Candidates who did well in this question used graphs to describe the various concepts, described normal physiology and covered the breadth of the topic.","A good answer made mention of normal values of ICP, it’s variation with respiration and blood pressure and illustrated a trace of the ICP., An explanation of the Monroe Kelly doctrine was expected, CSF production and absorption and it’s relationship to raised ICP as well other compensatory mechanisms for a high ICP (eg displacement of CSF into spinal canal, displacement of venous blood into the jugular veins, rise in ICP leads to ischaemia if the brain., Critical ischaemia invokes the Cushing reflex.","Major omissions by candidates was the use of diagrams, description of normal variation and only a superficial knowledge of compensatory mechanisms.",,"[[G1]], [[2d]], [[g]]","Textbook of Medical Physiology, Guyton, Chp 61",PEX,"[[G1|G1]], [[2d|2d]], [[g|g]]",SAQ/CICM SAQ/C.P.10.A.SAQ/CP10A18.md
AP15A13,SAQ,ANZCA,2015,A,13,Discuss factors influencing the recovery and reversal of neuromuscular blockade induced by rocuronium.,34,,"Specifically, candidates were expected to describe the effects of volatile anesthetics, magnesium, calcium channel antagonists and aminoglycosides on the release and response of acetylcholine at the neuromuscular junction., A good answer needed to include the mechanism, direction and magnitude of effects., In addition, the dose of rocuronium given and the duration since last dose administered would have major effect on the recovery and reversal of rocuronium-induced neuromuscular block., Candidates should also mention the effects of anticholinesterase and use of ?-cyclodextrin.","Majority of candidates provided details on the general pharmacology of rocuronium., This is unnecessary and inevitably reduced the time that was available to score points that are essential to this question.",,,,PEX,,SAQ/ANZCA SAQ/A.P.15.A.SAQ/AP15A13.md
CP15A18,SAQ,CICM,2015,A,18,"Outline the role of the liver in the metabolism of fat (1/3 of marks), carbohydrate (1/3 of marks) and proteins (1/3 of marks).",50,,"It was expected answers would detail the central role of the liver as a “glucostat” and its role in glucose utilization., It has two main roles in lipid metabolism, the synthesis of fatty acids and the partial oxidation of fatty acids to ketone bodies., The liver also plays a central role in protein catabolism and anabolism. It plays a major role in the breakdown of amino acids gluconeogenesis and protein synthesis., The liver also releases amino acids into the blood for utilization by peripheral tissues.","Many added information about absorption and digestion which was not required., Metabolic functions of the liver form part of the “standard list” of functions of the liver yet few details could be provided beyond that.",,,,PEX,,SAQ/CICM SAQ/C.P.15.A.SAQ/CP15A18.md
AP09A16,SAQ,ANZCA,2009,A,16,Outline the effects of acute exposure to air at an altitude where barometric pressure is 347 mmHg. What compensatory mechanisms occur with gradual exposure to increasing altitude? (48.0%),48,"Additional points could be gained for: Description of other effects at altitude – temperature, humidity, U V light, radiation. Upper limits of human survival Physiological differences between high-altitude and low -altitude natives Long term adaptation Changes at the cellular level",Main Points expected for a pass: Definition of acute exposure Correct use of the alveolar gas equation to calculate PAO 2 How the body senses reduced oxygen levels and w hat compensatory mechanisms are triggered (esp. respiratory and cardiovascular) Some Mention of acute adverse effects Definition of “gradual exposure” Explanation of biphasic changes in alveolar minute ventilation Increased tissue oxygen uptake and utilisation Increased Hb and mechanism Mechanism s that act on moving the HbO DC,"Many answ ers w ere w ritten linearly which did not allow coverage of the breadth of the topic There was significant confusion regarding the overall direction of m ovem ent of the HbO DC and the causes of biphasic changes in alveolar ventilation, The main reason for failing this question was a lack of basic knowledge",,,,PEX,,SAQ/ANZCA SAQ/A.P.09.A.SAQ/AP09A16.md
CP25A14,SAQ,CICM,2025,A,14,"(a) Describe the structure of the neuromuscular junction (NMJ), including the location of receptors and enzymes (a diagram may assist in your answer but is not required to achieve full marks) (30% of marks). (b) Explain the events that occur at the NMJ that lead to the onset and offset of a muscle/motor end plate action potential (a description of excitation/contraction coupling is NOT required) (70% of marks).",76,,"Diagrams were useful for many candidates, however others chose to provide a detailed description and also scored well. High scoring answers outlined the structure of the neuromuscular junction (NMJ) including all key functional elements., This section required a clear and ordered explanation from the arrival of a presynaptic action potential via motor axon until the restoration of a resting membrane potential in the post-synaptic motor endplate.",Many answers ceased their description following the binding of acetylcholine to the nicotinic receptor and degradation by acetylcholinesterase omitting the final steps in returning the motor end plate to its resting state. Common errors arose from confusion between skeletal and cardiac myocyte action potentials.,,,,PEX,,SAQ/CICM SAQ/C.P.25.A.SAQ/CP25A14.md
CP15A14,SAQ,CICM,2015,A,14,How is blood typed and cross-matched?,38,"An opening statement of the importance of compatibility testing helped explain the relevance of the process., A brief description/table of agglutinogens (membrane antigens) along with Agglutinins (IgM Antibodies) was helpful.","When discussion antibody screening, a mention of Rhesus antibodies along with testing for minor antibodies (Kell, Duff etc.) was expected.","Many answers confused the processes of typing, antibody screening and cross matching.",,,,PEX,,SAQ/CICM SAQ/C.P.15.A.SAQ/CP15A14.md
AP20B13,SAQ,ANZCA,2020,B,13,Describe the principles (50%) and sources of error (50%) in the measurement of arterial blood pressure using an invasive arterial line and transducer,39,"Better answers included a discussion of signal amplification and possible mechanisms of setting the zero point. Specifically, a description of the Wheatstone bridge was not required for a pass, but was often included, with accompanying diagram which was, unfortunately, frequently incomplete or incorrect. The inclusion of accurate diagrams to illustrate understanding of the topic is encouraged, however significant errors tend to detract from the answer. Better answers generally included greater detail of design features of each component, for example indicating important aspects of tubing and cannula selection such as length and compliance, transducer design and the properties of complex wave propagation in fluids., Good answers included a definition of each source of error, a description of the effect of introducing each source of error on the arterial waveform or reading and design features of the system which minimise each source of error. Additional credit was awarded for advanced understanding.","The first part of the question required candidates to discuss the principles of operation of arterial pressure measurement systems. To achieve a pass in this section candidates were expected to list the components of the system and describe the function of each component. A discussion of the broad principles of transducer operation was expected, To achieve a pass in the second part of the question, candidates needed to demonstrate an understanding of the major sources of error in the arterial pressure monitoring system. These are primarily transducer zeroing, the effect of transducer height relative to the patient, and the effects and interplay of resonance and damping.","Many answers consisted of an incomplete list of components of the system with no further information which was insufficient detail to pass this component., It was very common for candidates to perform well in one section of the answer and poorly in the other, leading to an overall answer not meeting the requirements for a pass. For questions of this nature it is important to pay equal attention to each section as a poor mark in one section is very difficult to compensate for in the other section.",,,,PEX,,SAQ/ANZCA SAQ/A.P.20.B.SAQ/AP20B13.md
AA16A01,SAQ,ANZCA,2016,A,1,Discuss the physical principles and equipment used for measurement of exhaled carbon dioxide by infrared analysis using sidestream sampling. Outline the potential sources of error.,62,"Most answers included a reasonable discussion of the principles of infrared analysis, and could describe most of the equipment. However, outlines of how the equipment might not function were less well handled., This was an equipment question but many answers contained physiological discussions about the production and excretion of CO2 and how these affect the capnography trace.","The main points expected for a pass included a discussion of the principles of infrared analysis including details of molecular structure, the Beer-Lambert Law and how this pertains to the clinical circumstances in the question. A description of the equipment required for sidestream analysis was also required, and how each component works. Finally, sources of error were required in relation to the functioning of this equipment. In summary, this was an equipment question.","Many answers contained headlines such as “blocked capnography tubing” or “collision-broadening” but did not go on to describe how that will influence the clinical interpretation of the capnography., These discussions did not score marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.16.A.SAQ/AA16A01.md
CP19A07,SAQ,CICM,2019,A,7,Compare and contrast the pharmacokinetics and pharmacodynamics of midazolam and dexmedetomidine.,27,Most candidates used the effective tabular format presenting pharmacokinetics and pharmacodynamics of each drug side by side.,,Many answers demonstrated a lack of correct detail with respect to the pharmacokinetics and pharmacodynamics of these two level 1 drugs. Many included pharmaceutics which attracted no marks as it was not asked.,,,,PEX,,SAQ/CICM SAQ/C.P.19.A.SAQ/CP19A07.md
CP08A18,SAQ,CICM,2008,A,18,Compare and contrast the pharmacology of drugs that change the pH of gastric fluid.,33,Additional credit was given for answers providing more detail.,"The main points candidates were expected to mention were the major drug groups (antacids, H2 antagonists, proton pump blockers), describe their mechanism of action; briefly mention relevant pharmacokinetics and then briefly discuss the potential problems and interactions when using them.","Many answers did not mention antacids or prostaglandin analogues, choosing only to discuss H2 receptor blockers and proton pump blockers., Even then, many answers included incorrect pharmacokinetic data., Drug interactions were rarely mentioned., A discussion of normal gastric acid secretion was not asked for and was not rewarded with marks.",,[[Q2a]],,PEX,[[Q2a|Q2a]],SAQ/CICM SAQ/C.P.08.A.SAQ/CP08A18.md
AP19A11,SAQ,ANZCA,2019,A,11,Describe the principles of how a computer controlled infusion device targets and maintains a constant effect site concentration of propofol.,28,Good answers described the difference between plasma and effect-site targeting and correctly explained the concept of plasma overshoot.,"This question addresses a core pharmacology topic in anaesthesia. A good answer required a brief explanation of the principles of target-controlled infusions (TCI) and effect-site targeting of propofol., A multi-compartment kinetic model for propofol is fundamental to understanding this question. The three-compartment model was frequently cited but the accompanying figures were often drawn incorrectly, particularly with respect to the effect site. In their discussion of the three- compartment model, many candidates mentioned drug distribution but then failed to apply this concept to the operation of TCI systems., In basic terms, TCI devices deliver a variable-rate infusion to achieve and maintain a constant (calculated) target concentration. The initial component of the infusion is conceptualised as a bolus because it is rapid and brief. Importantly, bolus dose calculations are governed by the volume of the central compartment.","Many answers discussed propofol TCI in terms of single-compartment kinetics, even after first presenting the multi-compartment model., Many answers failed to convey this point, while some answers incorrectly invoked the volume of distribution at steady state. Following the initial bolus, the ongoing infusion rate is calculated to take into account the loss of propofol from the central compartment due to both distribution and elimination. This results in an infusion rate that decreases over time (as long as the target concentration remains unchanged). There was a good deal of confusion in this area.",,,,PEX,,SAQ/ANZCA SAQ/A.P.19.A.SAQ/AP19A11.md
CP16B13,SAQ,CICM,2016,B,13,Outline the anatomy and physiology of liver blood flow (60% of marks). Explain the changes to drug metabolism when liver blood flow decreases (40% of marks).,55,"A statement regarding the quantum of hepatic blood flow with recognition of the contributions made by the Hepatic Artery and Portal Vein, drainage into the sinusoids before entering the hepatic vein which drains into the IVC would have been a good start., Answering this with respect to intrinsic and extrinsic factors along with an understanding of the semi-reciprocal relationship between hepatic arterial and portal venous blood flow would have rounded out a good answer to the first part of the question.","Discussion was then expected to revolve around how the liver blood flow is controlled., The second part of the question required recognition that hepatic clearance is the product of hepatic blood flow and the hepatic extraction ratio and considering the impact on drugs with a high or a low extraction ratio.","Many answers failed to adequately mention how hepatic blood flow was controlled/regulated thus limiting the marks available., Similarly, in the second part of the question, many candidates spent considerable time mentioning the principals of drug metabolism rather than focusing on the question asked., The concept of hepatic drug clearance as the product of blood flow and its extraction ratio was poorly appreciated.",,,,PEX,,SAQ/CICM SAQ/C.P.16.B.SAQ/CP16B13.md
CP22A02,SAQ,CICM,2022,A,2,Explain the mechanisms of transport of substances across cell membranes including appropriate examples (75% marks). Outline the structure and function of the Na+/K+-ATPase pump (25% marks).,61,"Answers that scored well generally classified the mechanisms of transport into active and passive processes which ensured an appropriate breadth of answer., pleasingly most candidates were able to accurately articulate its role and function.","Mechanisms of diffusion and the role of individual pathways, Classification of the mechanisms of transport into active and passive processes, The structure of the Na+/K+ ATPase pump, Its role and function","Many answers failed to provide any examples which was requested., The structure of the Na+/K+ ATPase pump was less well described",,,,PEX,,SAQ/CICM SAQ/C.P.22.A.SAQ/CP22A02.md
CP22A15,SAQ,CICM,2022,A,15,Describe the sequence of haemostatic events following injury to a blood vessel wall until clot stabilisation.,46,,"The areas of vasoconstriction, platelet adhesion, activation and aggregation, coagulation, clot retraction and anticlotting mechanisms., How the clot is limited to just the site of injury which happens in parallel with the formation of clot.","Many answers gave an overview of the haemostatic process but revealed insufficient knowledge of the processes involved., in several cases answers became confused by mixing up elements of the classical approach and cell-based model approach., Errors concerning details of the cell-based model were frequent., Many candidates did not include how the clot is limited to just the site of injury which happens in parallel with the formation of clot., Candidates should be aware that writing lengthy introductory statements attracted no marks and wastes time.",,,,PEX,,SAQ/CICM SAQ/C.P.22.A.SAQ/CP22A15.md
AP08A05,SAQ,ANZCA,2008,A,5,Classify drugs that alter activity at serotonin receptors with examples. Describe their mechanisms of action and clinical indications.,39,The term “indirect agonist” is the best description.,"The main points that needed to be made to demonstrate an understanding of this topic were an overview that receptor activity can be altered by drugs that are agonists (e.g. metoclopramide, sumatriptan), antagonists (e.g. ergotamine, ondansetron) and drugs that increase the amount of serotonin and in turn increase activity at the receptor by increasing release (tramadol), inhibiting reuptake (fluoxetine) or inhibiting breakdown of serotonin., All of the serotonin receptors are G - protein linked except 5HT-3 w hich is ligand gated.","Many answers gave extensive detail of the vomiting pathw ays w hich was of limited relevance., There was confusion over the classification of serotonin reuptake inhibitors., They were often described as agonists (this implies a direct receptor action); others described the same drugs as antagonists because they inhibit re-uptake., Most candidates focused only on the serotonin reuptake inhibitors (SRI) and the 5HT-3 antagonists., The mechanism of action was often described as a tautology (i.e. SRI’s inhibit the reuptake of serotonin and 5HT-3 antagonists antagonize the 5H T-3 receptor)., These explanations failed to attract additional marks making a pass impossible to achieve.",,,,PEX,,SAQ/ANZCA SAQ/A.P.08.A.SAQ/AP08A05.md
AP15A08,SAQ,ANZCA,2015,A,8,List the classes of drugs that may be used to manage an intra-operative hypertensive crisis and briefly outline the mechanisms of action.,83,"Marks were awarded to those utilizing and specifically mentioning drugs to treat inadequate depth of anaesthesia and analgesia as well as the specific anti-hypertensive agents., Structured answers where drugs were grouped according to actions generally facilitated the awarding of marks, although in some instances this led to missed opportunities for individual drug mechanisms of action., Extra marks were awarded for including magnesium, labetalol, calcium channel blockers and centrally acting agents.","A pass mark required at least 5 classes of drugs to be listed with their accompanying mechanisms of action., It was necessary for candidates to realize that the oral route and drugs only given that way would not be available, as was the urgency of treatment rather than including slower onset agents., In particular it was expected that intravenous and volatile anaesthetics would be included in the list, along with opioids., Specific antihypertensive such as selective beta blockers, nitrovasodilators, alpha 2 agonists and alpha 1 antagonists were required.","Many answers included extraneous material which was not awarded marks by the marking guide such as details about how blood pressure is generated or the end results of untreated hypertension., There was also some confusion about the actual mechanism of action of the vasodilators GTN and SNP.",,,,PEX,,SAQ/ANZCA SAQ/A.P.15.A.SAQ/AP15A08.md
AP24A09,SAQ,ANZCA,2024,A,9,a) Outline the mechanism of action of unfractionated heparin (UFH). b) Outline the reasons why the inter-individual response to UFH can be quite variable. c) Outline the potential adverse effects of UFH on platelets.,55,more detail in each section,"mechanism of action, variability in response, Type 1 and Type 2 HITTS, with information about each","many answers lacked an explanation about how heparin interacts with ATIII, its conformational change, and how this interacts with clotting factors, some answers confused the mechanism of UFH with LMWH or warfarin, many candidates did not attempt this section, or wrote incorrect information, the most common response was “metabolism by heparinases”, and some referred to “genetic variation”, this section was well answered by most candidates, although some were confused between Type 1 and 2, information which did not address the question was not awarded marks",,[[BT_PO 1.118]],,PEX,[[BT_PO 1.118|BT_PO 1.118]],SAQ/ANZCA SAQ/A.P.24.A.SAQ/AP24A09.md
CP15A20,SAQ,CICM,2015,A,20,Describe the anatomy of the sympathetic nervous system.,25,Additional information about the sympathetic ganglia and the neurotransmitters involved would have rounded off a good answer.,"A definition of the sympathetic system, followed by a systematic description of the central sympathetic centres; what happens at the spinal cord; the anatomy of the pre and post ganglionic fibres would have been awarded with a pass mark.","Many answers lacked anatomical detail and described the actions (function) of the sympathetic system which was not asked for., Most answers lacked any structure., The most common reason for not passing this question was that significant sections of the anatomy from central to peripheral were not mentioned.",,,,PEX,,SAQ/CICM SAQ/C.P.15.A.SAQ/CP15A20.md
CP18A12,SAQ,CICM,2018,A,12,Briefly describe the cardiac events that occur during ventricular diastole.,29,Better answers defined diastole and described the mechanical events in the 4 phases of diastole. The electrical events and coronary blood flow should have been mentioned.,,Many answers lacked structure and contained insufficient information. A common error was the ECG events in diastole.,,,,PEX,,SAQ/CICM SAQ/C.P.18.A.SAQ/CP18A12.md
CP19B05,SAQ,CICM,2019,B,5,Describe the anatomical course and relations of the trachea and bronchial tree (to the level of the segmental bronchi).,24,"Better answers included details of the significant structures related to the cervical and mediastinal trachea and bronchi., The lobar branches and bronchopulmonary segments requiring naming to attract full marks.",,"Many answers lacked sufficient detail or contained inaccuracies regarding vertebral levels and key structural relations., Some candidates discussed the general anatomy of the airway, including the larynx, structure of the airways, blood supply and innervation. This did not attract marks.",,,,PEX,,SAQ/CICM SAQ/C.P.19.B.SAQ/CP19B05.md
CP16B14,SAQ,CICM,2016,B,14,Describe the features of a red blood cell that facilitate oxygen transport.,33,"This question was best answered by considering form and then function., A complete answer would mention the3 shunts that come off the anaerobic glycolytic pathway (RBC’s only means of ATP generation), namely the production of 2-3 DPG via the RapoportLuebering shunt, generation of NADPH by the hexose monophosphate shunt (protects RBC from oxidative damage) and the reduction of metHb back to Hb by way of the NADH.",,"Many answers lacked sufficient information to pass this question., Many answers included lengthy discussions about the production of RBC’s, the Oxyhaemoglobin dissociation curve or calculated the oxygen content of blood., RBC metabolic adaptations (e.g. 2, 3-DPG, NADPH production by the HMP shunt/ G6phosphatase to regenerate glutathione and metHb reductase) were rarely mentioned, as were vasodilatory mediators released by RBCs.",,,,PEX,,SAQ/CICM SAQ/C.P.16.B.SAQ/CP16B14.md
CP21B20,SAQ,CICM,2021,B,20,"Describe the physical principles of haemodialysis and haemofiltration, including the factors affecting clearance (80% marks). Outline the key components of renal replacement fluids (20% marks).",28,,"A brief description of the underlying mechanisms of dialysis and hemofiltration was required. Diffusion, the predominant mechanism in haemodialysis, involves movement of solute down the concentration gradient across the semipermeable membrane. This concentration gradient is generated and maintained by counter current movement of dialysate and blood. In hemofiltration the predominant mechanism is convection and solvent drag of the solute across the semipermeable membrane by application of transmembrane pressure. The filtrate is then replaced by replacement fluid. Small molecules are effectively removed by dialysis whereas hemofiltration can remove small and middle molecules. Various factors that impact clearance in haemodialysis and haemofiltration were expected separately. Factors that impact clearance in haemodialysis and haemofiltration were expected separately. Constituents of replacement fluid should have included three broad headings of electrolytes, buffer and sterile water.","Many answers lacked the details of how counter current mechanisms help, the difference in the two modalities in regard to clearance of molecules, how clearance is impacted by protein binding and volume distribution, sieving coefficient of the membrane and flow rates of blood and dialysate (or effluent) flow. The constituents of replacement fluid lacked details of various types of electrolytes, the common buffers and the strong ion difference.",,,,PEX,,SAQ/CICM SAQ/C.P.21.B.SAQ/CP21B20.md
CP09B03,SAQ,CICM,2009,B,3,Describe the factors that influence the speed of ONSET of neuromuscular blockade.,0,The better candidates had an organised approach to their answer.,"Pharmacodynamic factors expected were those of mechanism of blockade, receptor affinity, agent potency, neuromuscular disorders, age, drug interactions and electrolyte disorders., For example factors could be broadly classified as pharmacokinetic and pharmacodynamic factors or patient and drug factors., For example, pharmacokinetic factors could include dose, the use of a priming dose, patient’s volume status, cardiac output, muscle group and skeletal muscle blood flow.","Many answers listed factors which affect the duration of neuromuscular blockade instead of the onset., Marks were not allocated for information provided by candidates that did not address the question asked. It is important that candidates provide an answer specific to the question asked., Many candidates applied Fick’s Law inappropriately. Lipid solubility and pKa are not relevant as these drugs do not cross the nerve membrane.",,"[[H2a]], [[H2c]]","Pharmacology and Physiology in clinical practice, Stoelting Pg 186, Foundations of Anaesthesia: Basic clinical Science, Hemmings and Hopkins ( 2nd ed)",PEX,"[[H2a|H2a]], [[H2c|H2c]]",SAQ/CICM SAQ/C.P.09.B.SAQ/CP09B03.md
AP02A10,SAQ,ANZCA,2002,A,10,Outline the factors that determine recovery (offset of action) after ceasing a drug infusion.,43,"Many answers elaborated on the context sensitive half time (CSHT) as an example of the balance between distribution and elimination., The effect site drug concentration required for recovery may be affected by factors such as individual variability, tolerance and drug interactions., Other factors that may influence actual recovery include active metabolites and patient status., A few drugs bind irreversibly to receptors or inactivate them so that the effect long outlasts their measured blood concentration.","The effect of most drugs is related to the drug concentration at the effect site., Thus recovery is dependent on all the factors that influence the concentration at the end of the infusion, the rate of decline in concentration, and the final concentration that no longer has an effect., The concentration at the end of the infusion will be dependent on the dosing regimen up to that time and the drug pharmacokinetics., Diffusion of drug between the blood and the effect site will be affected by the concentration gradient and the physicochemical characteristics of the drug., Although a few drugs may be metabolised at the effect site, most drugs will have to diffuse back to the blood before elimination., The decline in blood concentrations will be determined by drug clearance and distribution (and factors that alter clearance and volumes of distribution).","Many answers listed potential factors without indicating whether recovery would be prolonged or shortened., Many answers were confused about the effect of volume of distribution (Vd)., A larger peripheral Vd may hasten the decline in plasma concentration if the infusion is relatively short., An increase in lipid solubility does not necessarily mean an increase in Vd.",,,,PEX,,SAQ/ANZCA SAQ/A.P.02.A.SAQ/AP02A10.md
AA16A03,SAQ,ANZCA,2016,A,3,"Describe the anatomy of the neonatal airway, and what implications this has for airway management.",61,Only three candidates correctly stated the ETT size and insertion length appropriate for a term neonate. The formula (age / 4) + 4 is only applicable after 1 year of age.,"Well structured answers were written as a table with two columns – listing the anatomical differences on the left, with each corresponding clinical implication on the right. Important points to cover included the large occiput/head, large tongue, epiglottis shape, and position of the larynx.","Many answers morphed into a discussion of respiratory physiology (lung volumes, work of breathing, oxygen consumption etc.), however no marks were awarded for these points. Descriptions of anatomical differences needed to be specific. It is not enough to say ‘the airway is smaller’ or ‘the trachea is shorter’ as these points are self-evident., The majority of candidates used the term “BURP” in relation to neonatal airway management. This stands for Backwards Upwards Rightwards Pressure, and is the most forceful version of external laryngeal manipulation (ELM). Performing this on a neonate would completely compress the airway, and distort the larynx. ELM for a neonate is done very gently, often with the laryngoscopist’s little finger. Medical terms like BURP should be used precisely.",,,,PEX,,SAQ/ANZCA SAQ/A.P.16.A.SAQ/AA16A03.md
AP99B15,SAQ,ANZCA,1999,B,15,Briefly describe the preparation of oxygen for medical use. List the physical properties of oxygen. Outline the potential adverse effects associated with its medical use.,50,"Better answers covered the following points: Preparation 1. Fractional distillation of liquid air. Based on different boiling pints of oxygen and nitrogen. Used for commercial production. 2. Oxygen concentrators. Absorption of nitrogen by ""artificial zeolite"". Used for home use and remote locations. Physical properties • Colourless, odourless gas. • Molecular weight 32. • Critical temperature – 119oC. • Supports combustion. Potential adverse effects • Acute pulmonary toxicity, • absorption atelectasis, • decreased hypoxic respiratory drive in patients with hypercarbic respiratory failure, • retrolental fibroplasia, • hyperbaric effects including convulsions and pulmonary toxicity.","Preparation, physical properties and toxicity should all have been covered.",Many answers only addressed one part of the question.,,,,PEX,,SAQ/ANZCA SAQ/A.P.-9.B.SAQ/AP99B15.md
